sample,donor_id,study,cell_type,group,g,tot,cpm,expr
UKIM-V-2_P6_normal_adjacent,UKIM-V-2_P6,UKIM-V,multiciliated epithelial cell,Epithelial (normal lung),15.0,78013.0,192.2756463666312,5.264117389485676
UKIM-V-2_P6_tumor_primary,UKIM-V-2_P6,UKIM-V,malignant cell,II,673.0,2235400.0,301.06468640959116,5.710641187847979
UKIM-V-2_P7_normal_adjacent,UKIM-V-2_P7,UKIM-V,epithelial cell of lung,Epithelial (normal lung),6.0,29135.0,205.93787540758538,5.332418629416773
UKIM-V-2_P7_normal_adjacent,UKIM-V-2_P7,UKIM-V,club cell,Epithelial (normal lung),60.0,172766.0,347.2905548545432,5.853037059159136
UKIM-V-2_P7_normal_adjacent,UKIM-V-2_P7,UKIM-V,pulmonary alveolar type 1 cell,Epithelial (normal lung),1.0,25720.0,38.88024883359253,3.6858811846326605
UKIM-V-2_P7_normal_adjacent,UKIM-V-2_P7,UKIM-V,pulmonary alveolar type 2 cell,Epithelial (normal lung),29.0,53320.0,543.8859714928733,6.300576546153721
UKIM-V-2_P7_normal_adjacent,UKIM-V-2_P7,UKIM-V,multiciliated epithelial cell,Epithelial (normal lung),97.0,218580.0,443.7734467929362,6.097565044196111
UKIM-V-2_P7_tumor_primary,UKIM-V-2_P7,UKIM-V,malignant cell,III,4065.0,1944144.0,2090.894501641854,7.645825394487707
UKIM-V-2_P8_normal_adjacent,UKIM-V-2_P8,UKIM-V,epithelial cell of lung,Epithelial (normal lung),1.0,26193.0,38.17813919749552,3.668118917705418
UKIM-V-2_P8_normal_adjacent,UKIM-V-2_P8,UKIM-V,club cell,Epithelial (normal lung),30.0,129448.0,231.75329089673073,5.4499790552483285
UKIM-V-2_P8_normal_adjacent,UKIM-V-2_P8,UKIM-V,pulmonary alveolar type 1 cell,Epithelial (normal lung),11.0,31206.0,352.49631481125425,5.867873060420207
UKIM-V-2_P8_normal_adjacent,UKIM-V-2_P8,UKIM-V,pulmonary alveolar type 2 cell,Epithelial (normal lung),142.0,559688.0,253.71278283615155,5.5401365685397534
UKIM-V-2_P8_normal_adjacent,UKIM-V-2_P8,UKIM-V,multiciliated epithelial cell,Epithelial (normal lung),117.0,371708.0,314.76320122246494,5.754992569453901
UKIM-V-2_P8_tumor_primary,UKIM-V-2_P8,UKIM-V,malignant cell,I,39.0,417458.0,93.42257185153956,4.547780153166368
UKIM-V-2_P9_normal_adjacent,UKIM-V-2_P9,UKIM-V,epithelial cell of lung,Epithelial (normal lung),20.0,27724.0,721.3966238638004,6.582574328592132
UKIM-V-2_P9_normal_adjacent,UKIM-V-2_P9,UKIM-V,pulmonary alveolar type 1 cell,Epithelial (normal lung),21.0,25805.0,813.7957760124007,6.702937500260177
UKIM-V-2_P9_normal_adjacent,UKIM-V-2_P9,UKIM-V,pulmonary alveolar type 2 cell,Epithelial (normal lung),93.0,399552.0,232.760691975012,5.454297908192276
UKIM-V-2_P9_normal_adjacent,UKIM-V-2_P9,UKIM-V,multiciliated epithelial cell,Epithelial (normal lung),0.0,6733.0,0.0,0.0
UKIM-V-2_P9_tumor_primary,UKIM-V-2_P9,UKIM-V,malignant cell,I,2019.0,7390562.0,273.1862610718914,5.61380766037286
UKIM-V-2_P10_normal_adjacent,UKIM-V-2_P10,UKIM-V,epithelial cell of lung,Epithelial (normal lung),164.0,329413.0,497.85527589985827,6.212316025428393
UKIM-V-2_P10_normal_adjacent,UKIM-V-2_P10,UKIM-V,club cell,Epithelial (normal lung),287.0,880436.0,325.9748579113076,5.789883280819904
UKIM-V-2_P10_normal_adjacent,UKIM-V-2_P10,UKIM-V,pulmonary alveolar type 2 cell,Epithelial (normal lung),27.0,68102.0,396.4641273384042,5.98510468433245
UKIM-V-2_P10_normal_adjacent,UKIM-V-2_P10,UKIM-V,multiciliated epithelial cell,Epithelial (normal lung),244.0,796368.0,306.39101520904904,5.728120602339828
UKIM-V-2_P10_tumor_primary,UKIM-V-2_P10,UKIM-V,malignant cell,II,2393.0,3892722.0,614.7369372896395,6.422819822467281
UKIM-V-2_P11_normal_adjacent,UKIM-V-2_P11,UKIM-V,epithelial cell of lung,Epithelial (normal lung),32.0,94992.0,336.870473303015,5.822662606957518
UKIM-V-2_P11_normal_adjacent,UKIM-V-2_P11,UKIM-V,club cell,Epithelial (normal lung),17.0,62878.0,270.3648334870702,5.603464164528742
UKIM-V-2_P11_normal_adjacent,UKIM-V-2_P11,UKIM-V,pulmonary alveolar type 1 cell,Epithelial (normal lung),14.0,13526.0,1035.0436196954013,6.943164525886172
UKIM-V-2_P11_normal_adjacent,UKIM-V-2_P11,UKIM-V,pulmonary alveolar type 2 cell,Epithelial (normal lung),101.0,323088.0,312.608329619175,5.748144849409143
UKIM-V-2_P11_normal_adjacent,UKIM-V-2_P11,UKIM-V,multiciliated epithelial cell,Epithelial (normal lung),33.0,108863.0,303.13329597751306,5.717466078915
UKIM-V-2_P11_tumor_primary,UKIM-V-2_P11,UKIM-V,malignant cell,III,10948.0,16319286.0,670.8626835757398,6.51005397972585
UKIM-V-2_P12_normal_adjacent,UKIM-V-2_P12,UKIM-V,epithelial cell of lung,Epithelial (normal lung),101.0,187301.0,539.2389789696798,6.292011595307892
UKIM-V-2_P12_normal_adjacent,UKIM-V-2_P12,UKIM-V,club cell,Epithelial (normal lung),35.0,55515.0,630.4602359722597,6.448034972226468
UKIM-V-2_P12_normal_adjacent,UKIM-V-2_P12,UKIM-V,pulmonary alveolar type 1 cell,Epithelial (normal lung),3.0,9395.0,319.3187865886109,5.769316707997213
UKIM-V-2_P12_normal_adjacent,UKIM-V-2_P12,UKIM-V,pulmonary alveolar type 2 cell,Epithelial (normal lung),1.0,11940.0,83.75209380234506,4.439730451587771
UKIM-V-2_P12_normal_adjacent,UKIM-V-2_P12,UKIM-V,multiciliated epithelial cell,Epithelial (normal lung),83.0,233809.0,354.9906119952611,5.8749043597044865
UKIM-V-2_P12_tumor_primary,UKIM-V-2_P12,UKIM-V,malignant cell,III,77.0,8163204.0,9.432570838606999,2.344932723645708
UKIM-V-2_P13_normal_adjacent,UKIM-V-2_P13,UKIM-V,epithelial cell of lung,Epithelial (normal lung),2.0,10926.0,183.04960644334616,5.215205321508949
UKIM-V-2_P13_normal_adjacent,UKIM-V-2_P13,UKIM-V,club cell,Epithelial (normal lung),37.0,77086.0,479.983395169032,6.175832748031778
UKIM-V-2_P13_normal_adjacent,UKIM-V-2_P13,UKIM-V,pulmonary alveolar type 1 cell,Epithelial (normal lung),5.0,18110.0,276.09055770292656,5.6243443758748795
UKIM-V-2_P13_normal_adjacent,UKIM-V-2_P13,UKIM-V,pulmonary alveolar type 2 cell,Epithelial (normal lung),70.0,119040.0,588.0376344086021,6.378490077040924
UKIM-V-2_P13_normal_adjacent,UKIM-V-2_P13,UKIM-V,multiciliated epithelial cell,Epithelial (normal lung),157.0,338408.0,463.9370227654193,6.1419019615021435
UKIM-V-2_P13_tumor_primary,UKIM-V-2_P13,UKIM-V,malignant cell,I,313.0,244643.0,1279.415311290329,7.154939766232839
UKIM-V-2_P14_normal_adjacent,UKIM-V-2_P14,UKIM-V,epithelial cell of lung,Epithelial (normal lung),14.0,43668.0,320.6008976825135,5.773311328602263
UKIM-V-2_P14_normal_adjacent,UKIM-V-2_P14,UKIM-V,club cell,Epithelial (normal lung),38.0,52835.0,719.2202138733794,6.579557017848645
UKIM-V-2_P14_normal_adjacent,UKIM-V-2_P14,UKIM-V,pulmonary alveolar type 2 cell,Epithelial (normal lung),144.0,385451.0,373.58834196823983,5.925827668244985
UKIM-V-2_P14_normal_adjacent,UKIM-V-2_P14,UKIM-V,multiciliated epithelial cell,Epithelial (normal lung),383.0,679323.0,563.7966033830741,6.336465672320783
UKIM-V-2_P14_tumor_primary,UKIM-V-2_P14,UKIM-V,malignant cell,I,3753.0,5784828.0,648.7660480138735,6.476612371968224
UKIM-V-2_P15_normal_adjacent,UKIM-V-2_P15,UKIM-V,epithelial cell of lung,Epithelial (normal lung),12.0,52978.0,226.50911699195893,5.427190312277966
UKIM-V-2_P15_normal_adjacent,UKIM-V-2_P15,UKIM-V,club cell,Epithelial (normal lung),9.0,21645.0,415.8004158004158,6.032607488040425
UKIM-V-2_P15_normal_adjacent,UKIM-V-2_P15,UKIM-V,pulmonary alveolar type 1 cell,Epithelial (normal lung),5.0,15426.0,324.1280954233113,5.784219244441099
UKIM-V-2_P15_normal_adjacent,UKIM-V-2_P15,UKIM-V,pulmonary alveolar type 2 cell,Epithelial (normal lung),118.0,486929.0,242.33512483339462,5.494439607776244
UKIM-V-2_P15_normal_adjacent,UKIM-V-2_P15,UKIM-V,multiciliated epithelial cell,Epithelial (normal lung),168.0,448059.0,374.9506203424103,5.9294578058889345
UKIM-V-2_P15_tumor_primary,UKIM-V-2_P15,UKIM-V,malignant cell,IV,3484.0,5101041.0,682.9978429893035,6.527954764093168
UKIM-V-2_P16_normal_adjacent,UKIM-V-2_P16,UKIM-V,epithelial cell of lung,Epithelial (normal lung),295.0,356150.0,828.3026814544434,6.720585204846894
UKIM-V-2_P16_normal_adjacent,UKIM-V-2_P16,UKIM-V,club cell,Epithelial (normal lung),7.0,19100.0,366.4921465968586,5.906701948620087
UKIM-V-2_P16_normal_adjacent,UKIM-V-2_P16,UKIM-V,pulmonary alveolar type 1 cell,Epithelial (normal lung),14.0,40285.0,347.5238922675934,5.853706785289917
UKIM-V-2_P16_normal_adjacent,UKIM-V-2_P16,UKIM-V,pulmonary alveolar type 2 cell,Epithelial (normal lung),24.0,68248.0,351.65865666393154,5.865500610819036
UKIM-V-2_P16_normal_adjacent,UKIM-V-2_P16,UKIM-V,multiciliated epithelial cell,Epithelial (normal lung),125.0,210361.0,594.2166085918967,6.388925387349823
UKIM-V-2_P16_tumor_primary,UKIM-V-2_P16,UKIM-V,malignant cell,I,2745.0,1976597.0,1388.7504635492212,7.236879487382162
UKIM-V-2_P17_normal_adjacent,UKIM-V-2_P17,UKIM-V,club cell,Epithelial (normal lung),32.0,65251.0,490.41394001624496,6.197286827646142
UKIM-V-2_P17_normal_adjacent,UKIM-V-2_P17,UKIM-V,pulmonary alveolar type 2 cell,Epithelial (normal lung),7.0,45621.0,153.4381096424892,5.039793431244003
UKIM-V-2_P17_normal_adjacent,UKIM-V-2_P17,UKIM-V,multiciliated epithelial cell,Epithelial (normal lung),24.0,50231.0,477.79259819633296,6.171267514492339
UKIM-V-2_P17_tumor_primary,UKIM-V-2_P17,UKIM-V,malignant cell,I,65.0,423781.0,153.38110958254381,5.0394242828423215
UKIM-V_P1_normal_adjacent,UKIM-V_P1,UKIM-V,epithelial cell of lung,Epithelial (normal lung),532.0,1067113.0,498.5413915864581,6.213690460694362
UKIM-V_P1_normal_adjacent,UKIM-V_P1,UKIM-V,pulmonary alveolar type 1 cell,Epithelial (normal lung),161.0,305614.0,526.8083268436656,6.268733200457973
UKIM-V_P1_normal_adjacent,UKIM-V_P1,UKIM-V,pulmonary alveolar type 2 cell,Epithelial (normal lung),143.0,619315.0,230.90026884541794,5.446307403576975
UKIM-V_P1_normal_adjacent,UKIM-V_P1,UKIM-V,multiciliated epithelial cell,Epithelial (normal lung),124.0,267693.0,463.217192829099,6.140352530700993
UKIM-V_P1_tumor_primary,UKIM-V_P1,UKIM-V,malignant cell,I,1055.0,1764757.0,597.8160165960526,6.394954400010156
UKIM-V_P2_normal_adjacent,UKIM-V_P2,UKIM-V,epithelial cell of lung,Epithelial (normal lung),86.0,213157.0,403.45848365289436,6.002549095020693
UKIM-V_P2_normal_adjacent,UKIM-V_P2,UKIM-V,club cell,Epithelial (normal lung),260.0,361558.0,719.1100736258082,6.579404080360984
UKIM-V_P2_normal_adjacent,UKIM-V_P2,UKIM-V,pulmonary alveolar type 1 cell,Epithelial (normal lung),34.0,116422.0,292.04102317431415,5.680312610050302
UKIM-V_P2_normal_adjacent,UKIM-V_P2,UKIM-V,pulmonary alveolar type 2 cell,Epithelial (normal lung),79.0,253916.0,311.1265142803132,5.743408600106994
UKIM-V_P2_normal_adjacent,UKIM-V_P2,UKIM-V,multiciliated epithelial cell,Epithelial (normal lung),747.0,1185193.0,630.2770941104108,6.447744901031501
UKIM-V_P2_tumor_primary,UKIM-V_P2,UKIM-V,malignant cell,I,22317.0,80928717.0,275.7611985866525,5.623155035401159
UKIM-V_P3_normal_adjacent,UKIM-V_P3,UKIM-V,epithelial cell of lung,Epithelial (normal lung),44.0,65329.0,673.5140596059942,6.513992519916845
UKIM-V_P3_normal_adjacent,UKIM-V_P3,UKIM-V,club cell,Epithelial (normal lung),443.0,431152.0,1027.4798678888187,6.93583713465624
UKIM-V_P3_normal_adjacent,UKIM-V_P3,UKIM-V,pulmonary alveolar type 1 cell,Epithelial (normal lung),67.0,113811.0,588.6952930736045,6.379605951074661
UKIM-V_P3_normal_adjacent,UKIM-V_P3,UKIM-V,pulmonary alveolar type 2 cell,Epithelial (normal lung),237.0,735973.0,322.02268289733456,5.777722546445291
UKIM-V_P3_normal_adjacent,UKIM-V_P3,UKIM-V,multiciliated epithelial cell,Epithelial (normal lung),372.0,340606.0,1092.1710128418174,6.996837937824038
UKIM-V_P3_tumor_primary,UKIM-V_P3,UKIM-V,malignant cell,I,5408.0,15854360.0,341.1049074197886,5.8351174368668985
Vieira_Teichmann_2019_Dropseq_1,Vieira_Teichmann_2019_Dropseq_1,Vieira_Teichmann_2019,epithelial cell of lung,Epithelial (normal lung),28.0,46184.0,606.2705698943357,6.408974441156803
Vieira_Teichmann_2019_Dropseq_1,Vieira_Teichmann_2019_Dropseq_1,Vieira_Teichmann_2019,club cell,Epithelial (normal lung),10.0,10921.0,915.6670634557275,6.820744334853207
Vieira_Teichmann_2019_Dropseq_1,Vieira_Teichmann_2019_Dropseq_1,Vieira_Teichmann_2019,pulmonary alveolar type 1 cell,Epithelial (normal lung),39.0,63361.0,615.5205883745522,6.424091717625939
Vieira_Teichmann_2019_Dropseq_1,Vieira_Teichmann_2019_Dropseq_1,Vieira_Teichmann_2019,pulmonary alveolar type 2 cell,Epithelial (normal lung),313.0,603715.0,518.4565564877466,6.252783181417338
Vieira_Teichmann_2019_Dropseq_1,Vieira_Teichmann_2019_Dropseq_1,Vieira_Teichmann_2019,multiciliated epithelial cell,Epithelial (normal lung),54.0,70224.0,768.9678742310322,6.646348792199472
Vieira_Teichmann_2019_Dropseq_2,Vieira_Teichmann_2019_Dropseq_2,Vieira_Teichmann_2019,epithelial cell of lung,Epithelial (normal lung),66.0,164945.0,400.13337779259757,5.994293984952266
Vieira_Teichmann_2019_Dropseq_2,Vieira_Teichmann_2019_Dropseq_2,Vieira_Teichmann_2019,club cell,Epithelial (normal lung),14.0,55334.0,253.00899989156758,5.537369699034782
Vieira_Teichmann_2019_Dropseq_2,Vieira_Teichmann_2019_Dropseq_2,Vieira_Teichmann_2019,pulmonary alveolar type 1 cell,Epithelial (normal lung),10.0,54509.0,183.45594305527527,5.217410643937146
Vieira_Teichmann_2019_Dropseq_2,Vieira_Teichmann_2019_Dropseq_2,Vieira_Teichmann_2019,pulmonary alveolar type 2 cell,Epithelial (normal lung),141.0,476380.0,295.98219908476426,5.693672201264947
Vieira_Teichmann_2019_Dropseq_2,Vieira_Teichmann_2019_Dropseq_2,Vieira_Teichmann_2019,multiciliated epithelial cell,Epithelial (normal lung),82.0,213199.0,384.6171886359692,5.95484513808099
Vieira_Teichmann_2019_Dropseq_3,Vieira_Teichmann_2019_Dropseq_3,Vieira_Teichmann_2019,epithelial cell of lung,Epithelial (normal lung),4.0,6308.0,634.1154090044388,6.453806728842487
Vieira_Teichmann_2019_Dropseq_3,Vieira_Teichmann_2019_Dropseq_3,Vieira_Teichmann_2019,club cell,Epithelial (normal lung),13.0,27358.0,475.18093427882155,6.165797896037521
Vieira_Teichmann_2019_Dropseq_3,Vieira_Teichmann_2019_Dropseq_3,Vieira_Teichmann_2019,pulmonary alveolar type 1 cell,Epithelial (normal lung),51.0,29303.0,1740.4361328191653,7.462465415472444
Vieira_Teichmann_2019_Dropseq_3,Vieira_Teichmann_2019_Dropseq_3,Vieira_Teichmann_2019,pulmonary alveolar type 2 cell,Epithelial (normal lung),28.0,98140.0,285.30670470756064,5.657063630298463
Vieira_Teichmann_2019_Dropseq_3,Vieira_Teichmann_2019_Dropseq_3,Vieira_Teichmann_2019,multiciliated epithelial cell,Epithelial (normal lung),44.0,48008.0,916.5139143476086,6.821667745315211
Vieira_Teichmann_2019_Dropseq_4,Vieira_Teichmann_2019_Dropseq_4,Vieira_Teichmann_2019,epithelial cell of lung,Epithelial (normal lung),8.0,15037.0,532.0210148300857,6.278560850837169
Vieira_Teichmann_2019_Dropseq_4,Vieira_Teichmann_2019_Dropseq_4,Vieira_Teichmann_2019,pulmonary alveolar type 2 cell,Epithelial (normal lung),268.0,550295.0,487.0115120071962,6.190338995753584
Vieira_Teichmann_2019_Dropseq_4,Vieira_Teichmann_2019_Dropseq_4,Vieira_Teichmann_2019,multiciliated epithelial cell,Epithelial (normal lung),3.0,1235.0,2429.1497975708503,7.795708179525499
Wu_Zhou_2021_GSM4453576,Wu_Zhou_2021_P1,Wu_Zhou_2021,malignant cell,III or IV,7097.0,16888222.0,420.2336989648762,6.043187784098546
Wu_Zhou_2021_GSM4453577,Wu_Zhou_2021_P2,Wu_Zhou_2021,malignant cell,III or IV,1190.0,1166613.0,1020.0469221584192,6.928583774168828
Wu_Zhou_2021_GSM4453578,Wu_Zhou_2021_P3,Wu_Zhou_2021,malignant cell,III or IV,9105.0,12866998.0,707.6242648052016,6.563325435149065
Wu_Zhou_2021_GSM4453579,Wu_Zhou_2021_P4,Wu_Zhou_2021,malignant cell,III or IV,284.0,3257608.0,87.18053246431124,4.479386218291139
Wu_Zhou_2021_GSM4453580,Wu_Zhou_2021_P5,Wu_Zhou_2021,malignant cell,III or IV,1100.0,3507933.0,313.5749742084584,5.751222439489499
Wu_Zhou_2021_GSM4453581,Wu_Zhou_2021_P6,Wu_Zhou_2021,malignant cell,III or IV,508.0,620248.0,819.02722781855,6.709337544363804
Wu_Zhou_2021_GSM4453582,Wu_Zhou_2021_P7,Wu_Zhou_2021,malignant cell,III or IV,99.0,638855.0,154.96474160803314,5.049629966371102
Wu_Zhou_2021_GSM4453583,Wu_Zhou_2021_P8,Wu_Zhou_2021,malignant cell,III or IV,1578.0,1346497.0,1171.9298297731075,7.067260025698822
Wu_Zhou_2021_GSM4453584,Wu_Zhou_2021_P9,Wu_Zhou_2021,malignant cell,III or IV,5589.0,8042022.0,694.9744728378013,6.545312982704622
Wu_Zhou_2021_GSM4453585,Wu_Zhou_2021_P10,Wu_Zhou_2021,malignant cell,III or IV,3972.0,9830956.0,404.0298827499584,6.00396084895239
Wu_Zhou_2021_GSM4453586,Wu_Zhou_2021_P11,Wu_Zhou_2021,malignant cell,III or IV,1.0,786513.0,1.2714348014590986,0.8204117029478464
Wu_Zhou_2021_GSM4453587,Wu_Zhou_2021_P12,Wu_Zhou_2021,malignant cell,III or IV,547.0,447216.0,1223.1226074201281,7.109979627516535
Wu_Zhou_2021_GSM4453588,Wu_Zhou_2021_P13,Wu_Zhou_2021,malignant cell,III or IV,659.0,738746.0,892.0522073892786,6.794645042089534
Wu_Zhou_2021_GSM4453589,Wu_Zhou_2021_P14,Wu_Zhou_2021,malignant cell,III or IV,423.0,2799373.0,151.10526535763546,5.024572816402
Wu_Zhou_2021_GSM4453590,Wu_Zhou_2021_P15,Wu_Zhou_2021,malignant cell,III or IV,1184.0,1691892.0,699.8082619930823,6.552234328926378
Wu_Zhou_2021_GSM4453591,Wu_Zhou_2021_P16,Wu_Zhou_2021,malignant cell,III or IV,1266.0,1469389.0,861.5826033814054,6.759930916356078
Wu_Zhou_2021_GSM4453592,Wu_Zhou_2021_P17,Wu_Zhou_2021,malignant cell,III or IV,2835.0,13335015.0,212.59818605378396,5.364096614792414
Wu_Zhou_2021_GSM4453593,Wu_Zhou_2021_P18,Wu_Zhou_2021,malignant cell,III or IV,1450.0,3404455.0,425.91251756889136,6.056579115350646
Wu_Zhou_2021_GSM4453594,Wu_Zhou_2021_P19,Wu_Zhou_2021,malignant cell,III or IV,584.0,237642.0,2457.478055225928,7.807297760729557
Wu_Zhou_2021_GSM4453595,Wu_Zhou_2021_P20,Wu_Zhou_2021,malignant cell,III or IV,717.0,550543.0,1302.35058841907,7.172693603419882
Wu_Zhou_2021_GSM4453596,Wu_Zhou_2021_P21,Wu_Zhou_2021,malignant cell,III or IV,3119.0,5810554.0,536.7818627965595,6.2874530184549124
Wu_Zhou_2021_GSM4453597,Wu_Zhou_2021_P22,Wu_Zhou_2021,malignant cell,III or IV,159.0,143224.0,1110.1491370161425,7.013150017368887
Wu_Zhou_2021_GSM4453598,Wu_Zhou_2021_P23,Wu_Zhou_2021,malignant cell,III or IV,1475.0,4732253.0,311.69085845579264,5.745215029804911
Wu_Zhou_2021_GSM4453599,Wu_Zhou_2021_P24,Wu_Zhou_2021,malignant cell,III or IV,56.0,103683.0,540.107828670081,6.293618572609231
Wu_Zhou_2021_GSM4453600,Wu_Zhou_2021_P25,Wu_Zhou_2021,malignant cell,III or IV,1749.0,3325070.0,526.0039638263254,6.267208070005155
Wu_Zhou_2021_GSM4453601,Wu_Zhou_2021_P26,Wu_Zhou_2021,malignant cell,III or IV,106.0,64134.0,1652.7894720429101,7.410824583348654
Wu_Zhou_2021_GSM4453602,Wu_Zhou_2021_P27,Wu_Zhou_2021,malignant cell,III or IV,97.0,43943.0,2207.4050474478304,7.700025835975032
Wu_Zhou_2021_GSM4453603,Wu_Zhou_2021_P28,Wu_Zhou_2021,malignant cell,III or IV,1210.0,1446521.0,836.4897571483581,6.730409033353814
Wu_Zhou_2021_GSM4453604,Wu_Zhou_2021_P29,Wu_Zhou_2021,malignant cell,III or IV,351.0,1910700.0,183.70230805463964,5.218745383362307
Wu_Zhou_2021_GSM4453605,Wu_Zhou_2021_P30,Wu_Zhou_2021,malignant cell,III or IV,1009.0,4233572.0,238.3330199651736,5.477855971041542
Wu_Zhou_2021_GSM4453606,Wu_Zhou_2021_P31,Wu_Zhou_2021,malignant cell,III or IV,667.0,1103586.0,604.3933141594765,6.4058783528521674
Wu_Zhou_2021_GSM4453607,Wu_Zhou_2021_P32,Wu_Zhou_2021,malignant cell,III or IV,686.0,282407.0,2429.1182584001103,7.795695201158718
Wu_Zhou_2021_GSM4453608,Wu_Zhou_2021_P33,Wu_Zhou_2021,malignant cell,III or IV,1007.0,937179.0,1074.5012425587854,6.980542104038392
Wu_Zhou_2021_GSM4453609,Wu_Zhou_2021_P34,Wu_Zhou_2021,malignant cell,III or IV,484.0,1849239.0,261.7292843164134,5.571124164846459
Wu_Zhou_2021_GSM4453610,Wu_Zhou_2021_P35,Wu_Zhou_2021,malignant cell,III or IV,50.0,103029.0,485.3002552679343,6.186826242328242
Wu_Zhou_2021_GSM4453611,Wu_Zhou_2021_P36,Wu_Zhou_2021,malignant cell,III or IV,169.0,337065.0,501.38697283906663,6.219370684959259
Wu_Zhou_2021_GSM4453612,Wu_Zhou_2021_P37,Wu_Zhou_2021,malignant cell,III or IV,4.0,63144.0,63.347269732674526,4.164294504745359
Wu_Zhou_2021_GSM4453613,Wu_Zhou_2021_P38,Wu_Zhou_2021,malignant cell,III or IV,439.0,757637.0,579.4331586234568,6.363774650018142
Wu_Zhou_2021_GSM4453614,Wu_Zhou_2021_P39,Wu_Zhou_2021,malignant cell,III or IV,1017.0,1710408.0,594.5949738308053,6.389560861940811
Wu_Zhou_2021_GSM4453615,Wu_Zhou_2021_P40,Wu_Zhou_2021,malignant cell,III or IV,20.0,30270.0,660.7201850016518,6.494842785315715
Wu_Zhou_2021_GSM4453616,Wu_Zhou_2021_P41,Wu_Zhou_2021,malignant cell,III or IV,5660.0,11154057.0,507.4386835211619,6.231344625171999
Wu_Zhou_2021_GSM4453617,Wu_Zhou_2021_P42,Wu_Zhou_2021,malignant cell,III or IV,26.0,758246.0,34.28966324913023,3.5635900952537276
Zilionis_Klein_2019_p1t1,Zilionis_Klein_2019_patient_1,Zilionis_Klein_2019,malignant cell,II,120.0,941630.0,127.43859052918873,4.855450895392717
