sample,donor_id,study,cell_type,group,g,tot,cpm,expr
Leader_Merad_2021_310,Leader_Merad_2021_370,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),440.0,670780.0,655.9527714004591,6.4876121306655214
Leader_Merad_2021_311,Leader_Merad_2021_370,Leader_Merad_2021,malignant cell,II,798.0,692434.0,1152.4564073976726,7.05051828530686
Leader_Merad_2021_312,Leader_Merad_2021_371,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),87.0,114121.0,762.3487351144837,6.637714984682496
Leader_Merad_2021_312,Leader_Merad_2021_371,Leader_Merad_2021,club cell,Epithelial (normal lung),20.0,22561.0,886.4855281237534,6.788392214877188
Leader_Merad_2021_312,Leader_Merad_2021_371,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),2.0,3029.0,660.2839220864972,6.494183281798485
Leader_Merad_2021_312,Leader_Merad_2021_371,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),32.0,115599.0,276.8190036245988,5.626969835556501
Leader_Merad_2021_312,Leader_Merad_2021_371,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),120.0,157956.0,759.7052343690648,6.634245942969544
Leader_Merad_2021_313,Leader_Merad_2021_371,Leader_Merad_2021,malignant cell,I,176.0,381776.0,461.00331084195966,6.1355720573806485
Leader_Merad_2021_314,Leader_Merad_2021_377,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),10.0,53268.0,187.72996921228506,5.240317259119028
Leader_Merad_2021_314,Leader_Merad_2021_377,Leader_Merad_2021,club cell,Epithelial (normal lung),3.0,4444.0,675.0675067506751,6.5162929331142925
Leader_Merad_2021_314,Leader_Merad_2021_377,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),0.0,5278.0,0.0,0.0
Leader_Merad_2021_314,Leader_Merad_2021_377,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),50.0,237914.0,210.15997377203527,5.352616015746444
Leader_Merad_2021_315,Leader_Merad_2021_377,Leader_Merad_2021,malignant cell,III,9.0,32707.0,275.1704528082673,5.621018257730123
Leader_Merad_2021_316,Leader_Merad_2021_378,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),39.0,111092.0,351.0603823857703,5.8638027017553105
Leader_Merad_2021_316,Leader_Merad_2021_378,Leader_Merad_2021,club cell,Epithelial (normal lung),121.0,307993.0,392.86607163149813,5.9760109317951216
Leader_Merad_2021_316,Leader_Merad_2021_378,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),12.0,52921.0,226.75308478675763,5.428262080666376
Leader_Merad_2021_316,Leader_Merad_2021_378,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),111.0,451303.0,245.95449177160359,5.509204075813335
Leader_Merad_2021_316,Leader_Merad_2021_378,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),58.0,126395.0,458.8789113493413,6.130963218633328
Leader_Merad_2021_317,Leader_Merad_2021_378,Leader_Merad_2021,malignant cell,I,366.0,445254.0,822.0027220418009,6.712959508134299
Leader_Merad_2021_318,Leader_Merad_2021_393,Leader_Merad_2021,malignant cell,I,317.0,511555.0,619.6792133788156,6.4308143838606355
Leader_Merad_2021_319,Leader_Merad_2021_403,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),9.0,29387.0,306.25786912580395,5.727687359593535
Leader_Merad_2021_319,Leader_Merad_2021_403,Leader_Merad_2021,club cell,Epithelial (normal lung),7.0,14870.0,470.7464694014795,6.156441700175035
Leader_Merad_2021_319,Leader_Merad_2021_403,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),2.0,2412.0,829.1873963515754,6.721651454043299
Leader_Merad_2021_319,Leader_Merad_2021_403,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),1.0,32621.0,30.6550994757978,3.454899256489898
Leader_Merad_2021_319,Leader_Merad_2021_403,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),5.0,5716.0,874.7375787263821,6.7750664783930885
Leader_Merad_2021_320,Leader_Merad_2021_403,Leader_Merad_2021,malignant cell,III,1878.0,3950109.0,475.4299185161726,6.1663206367606405
Leader_Merad_2021_323,Leader_Merad_2021_406,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),136.0,291377.0,466.74926298232185,6.147932389487157
Leader_Merad_2021_323,Leader_Merad_2021_406,Leader_Merad_2021,club cell,Epithelial (normal lung),73.0,84720.0,861.6619452313504,6.760022893867399
Leader_Merad_2021_323,Leader_Merad_2021_406,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),37.0,110243.0,335.62221637654994,5.81896128188569
Leader_Merad_2021_323,Leader_Merad_2021_406,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),303.0,1437219.0,210.82382016936876,5.355754892232447
Leader_Merad_2021_323,Leader_Merad_2021_406,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),56.0,90505.0,618.7503452847909,6.4293167280507495
Leader_Merad_2021_324,Leader_Merad_2021_406,Leader_Merad_2021,malignant cell,I,2255.0,3970149.0,567.9887581045447,6.343860676645643
Leader_Merad_2021_325,Leader_Merad_2021_408,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),36.0,143041.0,251.67609286847826,5.532108403145706
Leader_Merad_2021_325,Leader_Merad_2021_408,Leader_Merad_2021,club cell,Epithelial (normal lung),52.0,81786.0,635.8056391069376,6.456464489872462
Leader_Merad_2021_325,Leader_Merad_2021_408,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),70.0,193151.0,362.41075635124855,5.89553375472944
Leader_Merad_2021_325,Leader_Merad_2021_408,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),499.0,2121414.0,235.22047087461476,5.464765567554903
Leader_Merad_2021_325,Leader_Merad_2021_408,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),2.0,18623.0,107.3940825860495,4.685773498825949
Leader_Merad_2021_326,Leader_Merad_2021_408,Leader_Merad_2021,malignant cell,II,4720.0,4046799.0,1166.3539503691684,7.062494885674351
Leader_Merad_2021_327,Leader_Merad_2021_410,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),25.0,66467.0,376.126498864098,5.932580671920377
Leader_Merad_2021_327,Leader_Merad_2021_410,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),4.0,14810.0,270.0877785280216,5.602442674440935
Leader_Merad_2021_327,Leader_Merad_2021_410,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),49.0,227423.0,215.4575394748992,5.377394405690222
Leader_Merad_2021_327,Leader_Merad_2021_410,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),16.0,13626.0,1174.225744899457,7.069215531443625
Leader_Merad_2021_328,Leader_Merad_2021_410,Leader_Merad_2021,malignant cell,I,213.0,958319.0,222.26419386446474,5.408355796075859
Leader_Merad_2021_331,Leader_Merad_2021_458,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),0.0,730.0,0.0,0.0
Leader_Merad_2021_331,Leader_Merad_2021_458,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),0.0,1500.0,0.0,0.0
Leader_Merad_2021_331,Leader_Merad_2021_458,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),0.0,701.0,0.0,0.0
Leader_Merad_2021_332,Leader_Merad_2021_458,Leader_Merad_2021,malignant cell,I,0.0,3558.0,0.0,0.0
Leader_Merad_2021_334,Leader_Merad_2021_460,Leader_Merad_2021,malignant cell,I,0.0,1624.0,0.0,0.0
Leader_Merad_2021_335,Leader_Merad_2021_464,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),0.0,2010.0,0.0,0.0
Leader_Merad_2021_337,Leader_Merad_2021_514,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),42.0,160468.0,261.7344268016053,5.571143737978089
Leader_Merad_2021_337,Leader_Merad_2021_514,Leader_Merad_2021,club cell,Epithelial (normal lung),10.0,52508.0,190.44716995505448,5.254611895651887
Leader_Merad_2021_337,Leader_Merad_2021_514,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),11.0,18107.0,607.4998619318495,6.410996685528377
Leader_Merad_2021_337,Leader_Merad_2021_514,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),186.0,1215173.0,153.06462536610013,5.03737215962161
Leader_Merad_2021_337,Leader_Merad_2021_514,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),49.0,42157.0,1162.3217970918233,7.059034809939214
Leader_Merad_2021_338,Leader_Merad_2021_514,Leader_Merad_2021,malignant cell,III,29.0,29352.0,988.0076315072228,6.896702047980426
Leader_Merad_2021_339,Leader_Merad_2021_522,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),29.0,86142.0,336.6534327041397,5.822020022425976
Leader_Merad_2021_339,Leader_Merad_2021_522,Leader_Merad_2021,club cell,Epithelial (normal lung),17.0,53221.0,319.422784239304,5.769641324523878
Leader_Merad_2021_339,Leader_Merad_2021_522,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),280.0,233752.0,1197.8507135767823,7.089118638165338
Leader_Merad_2021_339,Leader_Merad_2021_522,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),203.0,1464922.0,138.57393089870996,4.9385944314766705
Leader_Merad_2021_339,Leader_Merad_2021_522,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),11.0,15053.0,730.7513452467947,6.5954407639670185
Leader_Merad_2021_340,Leader_Merad_2021_522,Leader_Merad_2021,malignant cell,II,627.0,1828772.0,342.85301830955416,5.840214293710608
Leader_Merad_2021_341,Leader_Merad_2021_532,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),1.0,1811.0,552.1811154058531,6.315685462197534
Leader_Merad_2021_341,Leader_Merad_2021_532,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),0.0,6903.0,0.0,0.0
Leader_Merad_2021_37,Leader_Merad_2021_564,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),134.0,455921.0,293.91056783960374,5.6866721505118285
Leader_Merad_2021_37,Leader_Merad_2021_564,Leader_Merad_2021,club cell,Epithelial (normal lung),55.0,172273.0,319.2607082943932,5.76913537751492
Leader_Merad_2021_37,Leader_Merad_2021_564,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),78.0,279160.0,279.40965754406074,5.636251596593216
Leader_Merad_2021_37,Leader_Merad_2021_564,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),400.0,2217678.0,180.3688362332133,5.200532727074663
Leader_Merad_2021_37,Leader_Merad_2021_564,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),77.0,137113.0,561.580594108509,6.332534402230331
Leader_Merad_2021_38,Leader_Merad_2021_564,Leader_Merad_2021,malignant cell,I,4491.0,5689739.0,789.3156434767922,6.672432414367538
Leader_Merad_2021_39,Leader_Merad_2021_569,Leader_Merad_2021,club cell,Epithelial (normal lung),1.0,13784.0,72.54788160185723,4.297936644482517
Leader_Merad_2021_39,Leader_Merad_2021_569,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),2.0,20525.0,97.442143727162,4.589469002278446
Leader_Merad_2021_39,Leader_Merad_2021_569,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),34.0,251598.0,135.13620934983587,4.913655923867182
Leader_Merad_2021_40,Leader_Merad_2021_569,Leader_Merad_2021,malignant cell,I,49.0,162779.0,301.0216305543098,5.710498639161988
Leader_Merad_2021_41,Leader_Merad_2021_570,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),7.0,16967.0,412.5655684564154,6.024816071315956
Leader_Merad_2021_41,Leader_Merad_2021_570,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),168.0,592409.0,283.5878590635861,5.65104202509572
Leader_Merad_2021_42,Leader_Merad_2021_570,Leader_Merad_2021,malignant cell,II,46.0,52433.0,877.310090973242,6.777999710067184
Leader_Merad_2021_43,Leader_Merad_2021_571,Leader_Merad_2021,malignant cell,I,3.0,29893.0,100.35794333121467,4.618658245073151
Leader_Merad_2021_44,Leader_Merad_2021_572,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),20.0,61652.0,324.4014792707455,5.785059740781812
Leader_Merad_2021_44,Leader_Merad_2021_572,Leader_Merad_2021,club cell,Epithelial (normal lung),13.0,27705.0,469.2293809781628,6.153220620283445
Leader_Merad_2021_44,Leader_Merad_2021_572,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),1.0,12153.0,82.28420966016621,4.422258971302082
Leader_Merad_2021_44,Leader_Merad_2021_572,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),122.0,891780.0,136.80504160218888,4.925839944283217
Leader_Merad_2021_44,Leader_Merad_2021_572,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),18.0,23010.0,782.2685788787484,6.663475649791962
Leader_Merad_2021_45,Leader_Merad_2021_572,Leader_Merad_2021,malignant cell,I,9.0,43598.0,206.43148768292124,5.334801105308045
Leader_Merad_2021_46,Leader_Merad_2021_578,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),3.0,31731.0,94.54476694714947,4.559594901495734
Leader_Merad_2021_46,Leader_Merad_2021_578,Leader_Merad_2021,club cell,Epithelial (normal lung),12.0,25182.0,476.5308553728854,6.168628776415053
Leader_Merad_2021_46,Leader_Merad_2021_578,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),5.0,8127.0,615.2331733727083,6.423625420112242
Leader_Merad_2021_46,Leader_Merad_2021_578,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),107.0,776591.0,137.78166370715087,4.9329019334896955
Leader_Merad_2021_46,Leader_Merad_2021_578,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),5.0,8340.0,599.5203836930456,6.397796585478566
Leader_Merad_2021_47,Leader_Merad_2021_578,Leader_Merad_2021,malignant cell,I,36.0,150260.0,239.58471981898043,5.483072292874527
Leader_Merad_2021_49,Leader_Merad_2021_581,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),8.0,23239.0,344.248891948879,5.844265582867536
Leader_Merad_2021_49,Leader_Merad_2021_581,Leader_Merad_2021,club cell,Epithelial (normal lung),24.0,95976.0,250.06251562890725,5.525701974370561
Leader_Merad_2021_49,Leader_Merad_2021_581,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),1.0,2527.0,395.7261574990107,5.983246263080319
Leader_Merad_2021_49,Leader_Merad_2021_581,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),120.0,534892.0,224.34435362652647,5.417629692805561
Leader_Merad_2021_49,Leader_Merad_2021_581,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),2.0,9379.0,213.24234993069624,5.367107850565942
Leader_Merad_2021_48,Leader_Merad_2021_581,Leader_Merad_2021,malignant cell,II,173.0,218709.0,791.0053998692326,6.674568209807891
Leader_Merad_2021_50,Leader_Merad_2021_581,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),9.0,41681.0,215.92572155178618,5.379554997947094
Leader_Merad_2021_50,Leader_Merad_2021_581,Leader_Merad_2021,club cell,Epithelial (normal lung),48.0,189229.0,253.66090821174345,5.53993288850877
Leader_Merad_2021_50,Leader_Merad_2021_581,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),4.0,6894.0,580.2146794313896,6.365120188485551
Leader_Merad_2021_50,Leader_Merad_2021_581,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),226.0,1319733.0,171.24675976125474,5.148928098461419
Leader_Merad_2021_50,Leader_Merad_2021_581,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),2.0,6186.0,323.31070158422244,5.781702011795096
Leader_Merad_2021_51,Leader_Merad_2021_581,Leader_Merad_2021,malignant cell,II,122.0,221670.0,550.3676636441558,6.312401852771688
Leader_Merad_2021_52,Leader_Merad_2021_584,Leader_Merad_2021,malignant cell,II,5.0,6817.0,733.4604664808567,6.599136170449736
Leader_Merad_2021_53,Leader_Merad_2021_584,Leader_Merad_2021,malignant cell,II,3.0,22254.0,134.80722566729577,4.911236421862964
Leader_Merad_2021_56,Leader_Merad_2021_593,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),88.0,321024.0,274.12280701754383,5.617217568956317
Leader_Merad_2021_56,Leader_Merad_2021_593,Leader_Merad_2021,club cell,Epithelial (normal lung),107.0,344819.0,310.3077266623939,5.740781897770419
Leader_Merad_2021_56,Leader_Merad_2021_593,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),18.0,39192.0,459.27740355174524,6.1318293589202835
Leader_Merad_2021_56,Leader_Merad_2021_593,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),287.0,2804021.0,102.3530137613092,4.638150446431292
Leader_Merad_2021_56,Leader_Merad_2021_593,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),6.0,21231.0,282.60562385191463,5.647584624686725
Leader_Merad_2021_57,Leader_Merad_2021_593,Leader_Merad_2021,malignant cell,I,6.0,38409.0,156.21338748730767,5.057604038502018
Leader_Merad_2021_60,Leader_Merad_2021_596,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),4.0,14631.0,273.3921126375504,5.614558151406362
Leader_Merad_2021_61,Leader_Merad_2021_596,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),3.0,9134.0,328.4431793299759,5.797403893943135
Leader_Merad_2021_63,Leader_Merad_2021_630,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),26.0,41265.0,630.0739125166606,6.447422991206994
Leader_Merad_2021_63,Leader_Merad_2021_630,Leader_Merad_2021,club cell,Epithelial (normal lung),103.0,132747.0,775.9120733425237,6.6553271822430435
Leader_Merad_2021_63,Leader_Merad_2021_630,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),19.0,58969.0,322.2031915074022,5.778281201311683
Leader_Merad_2021_63,Leader_Merad_2021_630,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),37.0,170837.0,216.58071729192153,5.382569895668822
Leader_Merad_2021_63,Leader_Merad_2021_630,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),23.0,44986.0,511.27017294269325,6.238852167393266
Leader_Merad_2021_62,Leader_Merad_2021_630,Leader_Merad_2021,malignant cell,I,71.0,120568.0,588.8793046247761,6.379917947540206
Leader_Merad_2021_96,Leader_Merad_2021_626,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),0.0,1263.0,0.0,0.0
Leader_Merad_2021_96,Leader_Merad_2021_626,Leader_Merad_2021,club cell,Epithelial (normal lung),4.0,17979.0,222.4817843039101,5.409329908736227
Leader_Merad_2021_96,Leader_Merad_2021_626,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),20.0,19825.0,1008.827238335435,6.917534544051353
Leader_Merad_2021_96,Leader_Merad_2021_626,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),3.0,12046.0,249.04532624937738,5.521642206425991
Leader_Merad_2021_96,Leader_Merad_2021_626,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),21.0,7521.0,2792.1818907060233,7.934936687600592
Leader_Merad_2021_95,Leader_Merad_2021_626,Leader_Merad_2021,malignant cell,I,11.0,43984.0,250.09094216078577,5.525815192875653
Leader_Merad_2021_98,Leader_Merad_2021_626,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),13.0,18689.0,695.5963400931029,6.5462061039604515
Leader_Merad_2021_98,Leader_Merad_2021_626,Leader_Merad_2021,club cell,Epithelial (normal lung),9.0,35019.0,257.0033410434336,5.55297253461852
Leader_Merad_2021_98,Leader_Merad_2021_626,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),5.0,9017.0,554.5081512698237,6.319883282725084
Leader_Merad_2021_98,Leader_Merad_2021_626,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),2.0,7727.0,258.83266468228294,5.560037826441996
Leader_Merad_2021_98,Leader_Merad_2021_626,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),4.0,12293.0,325.3884324412267,5.788088182637273
Leader_Merad_2021_97,Leader_Merad_2021_626,Leader_Merad_2021,malignant cell,I,0.0,8814.0,0.0,0.0
Leader_Merad_2021_100,Leader_Merad_2021_695,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),24.0,90516.0,265.14649343762426,5.584046884396239
Leader_Merad_2021_100,Leader_Merad_2021_695,Leader_Merad_2021,club cell,Epithelial (normal lung),8.0,50241.0,159.232499353118,5.076625881432228
Leader_Merad_2021_100,Leader_Merad_2021_695,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),6.0,28041.0,213.97239756071468,5.3705096364472675
Leader_Merad_2021_100,Leader_Merad_2021_695,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),237.0,1773545.0,133.63066626445902,4.902535223834717
Leader_Merad_2021_100,Leader_Merad_2021_695,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),9.0,34734.0,259.11210917256864,5.561112727205475
Leader_Merad_2021_99,Leader_Merad_2021_695,Leader_Merad_2021,malignant cell,II,140.0,817469.0,171.26031690498354,5.149006803049243
Leader_Merad_2021_104,Leader_Merad_2021_695,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),22.0,103573.0,212.41057032238132,5.363217870548068
Leader_Merad_2021_104,Leader_Merad_2021_695,Leader_Merad_2021,club cell,Epithelial (normal lung),6.0,30351.0,197.68706138183256,5.291731031090516
Leader_Merad_2021_104,Leader_Merad_2021_695,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),2.0,11064.0,180.76644974692698,5.202722619866496
Leader_Merad_2021_104,Leader_Merad_2021_695,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),206.0,1467536.0,140.37134353092532,4.95139007048325
Leader_Merad_2021_104,Leader_Merad_2021_695,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),9.0,68201.0,131.96287444465622,4.890069949741205
Leader_Merad_2021_103,Leader_Merad_2021_695,Leader_Merad_2021,malignant cell,II,108.0,728660.0,148.21727554689429,5.005403468914582
Leader_Merad_2021_108,Leader_Merad_2021_695,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),13.0,93533.0,138.98837843328022,4.9415594079728296
Leader_Merad_2021_108,Leader_Merad_2021_695,Leader_Merad_2021,club cell,Epithelial (normal lung),14.0,66523.0,210.45352735144237,5.3540052455076275
Leader_Merad_2021_108,Leader_Merad_2021_695,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),9.0,23368.0,385.14207463197533,5.95620537073881
Leader_Merad_2021_108,Leader_Merad_2021_695,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),228.0,1442752.0,158.03131792574192,5.069101150910992
Leader_Merad_2021_108,Leader_Merad_2021_695,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),21.0,39219.0,535.4547540732808,6.284982223142994
Leader_Merad_2021_107,Leader_Merad_2021_695,Leader_Merad_2021,malignant cell,II,141.0,718166.0,196.3334382301585,5.2848948777875036
Leader_Merad_2021_112,Leader_Merad_2021_695,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),31.0,132791.0,233.44955606931194,5.457240452035453
Leader_Merad_2021_112,Leader_Merad_2021_695,Leader_Merad_2021,club cell,Epithelial (normal lung),8.0,35922.0,222.70474917877624,5.4103270983948955
Leader_Merad_2021_112,Leader_Merad_2021_695,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),4.0,13902.0,287.7283844051216,5.665486399830871
Leader_Merad_2021_112,Leader_Merad_2021_695,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),190.0,1509791.0,125.84523288322688,4.842967704599873
Leader_Merad_2021_112,Leader_Merad_2021_695,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),3.0,40919.0,73.3155746719128,4.308320548490461
Leader_Merad_2021_111,Leader_Merad_2021_695,Leader_Merad_2021,malignant cell,II,130.0,682514.0,190.4722833524294,5.254743063693593
Leader_Merad_2021_115,Leader_Merad_2021_695,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),1.0,6125.0,163.26530612244898,5.101482840983107
Leader_Merad_2021_115,Leader_Merad_2021_695,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),0.0,6250.0,0.0,0.0
Leader_Merad_2021_115,Leader_Merad_2021_695,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),17.0,40642.0,418.28650164854093,6.038554461072168
Leader_Merad_2021_116,Leader_Merad_2021_695,Leader_Merad_2021,malignant cell,II,19.0,62724.0,302.91435495185254,5.716745934581614
Leader_Merad_2021_343,Leader_Merad_2021_522,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),8.0,53042.0,150.8238754194789,5.022721134672254
Leader_Merad_2021_343,Leader_Merad_2021_522,Leader_Merad_2021,club cell,Epithelial (normal lung),41.0,51737.0,792.469605891335,6.676415235378202
Leader_Merad_2021_343,Leader_Merad_2021_522,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),699.0,380151.0,1838.7430257976437,7.517381180957096
Leader_Merad_2021_343,Leader_Merad_2021_522,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),636.0,2069237.0,307.3596692887282,5.731266859106144
Leader_Merad_2021_343,Leader_Merad_2021_522,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),45.0,27402.0,1642.2158966498796,7.404410513330201
Leader_Merad_2021_344,Leader_Merad_2021_522,Leader_Merad_2021,malignant cell,II,777.0,1291654.0,601.5542862097744,6.401177762898892
Leader_Merad_2021_398,Leader_Merad_2021_714,Leader_Merad_2021,malignant cell,II,23.0,22446.0,1024.6814577207522,6.933112507467162
Leader_Merad_2021_413,Leader_Merad_2021_729,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),0.0,2203.0,0.0,0.0
Leader_Merad_2021_415,Leader_Merad_2021_725,Leader_Merad_2021,malignant cell,I,7.0,27907.0,250.8331243057297,5.5287666630207655
Leader_Merad_2021_449,Leader_Merad_2021_706,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),6.0,45799.0,131.00722723203563,4.882856672845394
Leader_Merad_2021_449,Leader_Merad_2021_706,Leader_Merad_2021,club cell,Epithelial (normal lung),5.0,12329.0,405.5478952064239,6.007701745433272
Leader_Merad_2021_449,Leader_Merad_2021_706,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),35.0,45195.0,774.4219493306781,6.653407331943074
Leader_Merad_2021_449,Leader_Merad_2021_706,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),56.0,344133.0,162.72778257243567,5.098205186363183
Leader_Merad_2021_449,Leader_Merad_2021_706,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),6.0,11707.0,512.5138805842658,6.241277060326089
